Tanggal,Provinsi,Kriteria UMKM,Jenis UMKM,Lokasi Usaha,Lama Usaha (Bulan),Status Kepemilikan Tempat Usaha,Jumlah Karyawan,Aset Usaha (IDR),Jumlah Pasti Aset Usaha (IDR),Liabilitas Usaha (IDR),Jumlah Pasti Liabilitas Usaha (IDR),Omset Bulanan (IDR),Jumlah Pasti Omset Bulanan (IDR),Laba Bersih (IDR),Jumlah Pasti Laba Bersih (IDR),Jumlah Pinjaman (IDR),Jumlah Pasti Jumlah Pinjaman (IDR),Rekening Bank,Skor Kredit,Kategori Skor Kredit
2023-09-11,15,3,1,2,114,2,95,12,6507740000,10,1098310000,11,4057470000,11,4764890000,13,7459400000,0,850,5
2020-09-04,26,3,2,2,235,3,68,10,2625970000,13,7199720000,10,2658170000,13,8964470000,11,4071230000,1,850,5
2020-04-09,36,1,4,3,31,3,5,1,2150000,1,6500000,3,40800000,3,42910000,2,18330000,0,826,5
2021-08-25,29,2,2,1,64,2,22,6,295550000,9,797200000,9,616680000,5,128150000,8,495880000,0,850,5
2020-09-28,12,1,5,3,21,1,3,3,46120000,3,49150000,3,44010000,3,47910000,2,24170000,1,850,5
2020-02-21,25,3,2,1,195,1,50,12,6611010000,11,3615500000,12,5314450000,10,2483040000,12,5438090000,1,850,5
2020-07-28,36,2,2,3,94,4,12,8,493430000,6,293000000,9,525220000,7,352020000,7,391960000,0,850,5
2021-05-29,13,3,5,2,236,3,72,11,4666760000,11,3631740000,13,7762040000,10,1401530000,11,4578570000,1,850,5
2022-05-27,18,3,5,2,57,3,99,12,5012120000,12,6001440000,11,3085770000,11,4994210000,12,6281790000,1,850,5
2023-03-18,36,2,3,1,112,2,21,5,124680000,8,409150000,8,421390000,7,372890000,8,454150000,1,850,5
2021-03-12,22,3,3,2,99,3,92,13,9410910000,10,1246360000,12,5957060000,11,4942390000,11,3085640000,0,850,5
2022-03-01,17,3,5,3,96,1,91,12,6104470000,13,9090810000,10,1636590000,11,3687870000,10,1206060000,1,850,5
2020-01-16,5,1,2,3,14,4,1,1,9020000,3,44600000,3,32420000,3,35160000,1,7700000,0,648,2
2020-05-30,4,3,2,2,166,1,98,11,4956330000,12,5875380000,13,8937570000,13,8859830000,12,5036270000,0,850,5
2020-01-13,5,1,5,1,5,2,5,1,4860000,3,40110000,3,32900000,2,24690000,2,23260000,1,606,2
2022-12-28,15,3,2,3,124,2,43,12,6454470000,12,5023940000,11,3264650000,10,1010800000,13,9307050000,1,850,5
2021-12-05,14,3,4,3,155,3,45,11,3474140000,12,5417310000,10,1389460000,10,2828340000,13,9768860000,1,850,5
2020-05-17,17,1,1,1,32,2,3,1,3930000,1,4780000,3,32340000,1,5330000,2,25120000,0,542,1
2023-04-11,10,1,5,3,24,2,4,1,80000,2,18260000,1,7320000,2,22060000,1,5560000,0,506,1
2022-01-04,20,2,4,3,25,3,25,8,411000000,6,218790000,8,426360000,6,298450000,9,541050000,1,850,5
2023-07-17,2,1,5,3,26,3,1,3,38740000,3,48110000,2,14990000,2,23170000,1,9890000,0,635,2
2022-10-23,33,2,1,2,58,1,12,8,491830000,5,169010000,5,159890000,5,124040000,8,475940000,1,850,5
2020-03-23,15,2,4,1,20,2,16,5,105750000,9,611010000,8,448490000,7,363040000,7,306230000,1,850,5
2023-12-12,34,3,3,3,91,3,73,13,8568940000,10,2109530000,12,5808160000,11,4108900000,13,8515690000,0,850,5
2023-05-22,1,2,5,1,68,3,12,4,84530000,9,650760000,5,120160000,5,121120000,6,280800000,1,321,1
2021-11-07,8,2,4,3,73,4,11,8,421640000,9,947410000,7,303010000,5,105790000,5,176970000,1,850,5
2022-11-15,3,1,5,1,4,3,3,1,8670000,2,28910000,3,30620000,3,39510000,1,3630000,0,705,3
2020-12-15,15,2,4,3,30,3,24,9,774240000,6,222510000,9,868070000,6,260860000,8,479270000,1,850,5
2022-02-28,9,2,1,1,37,4,9,8,412920000,5,163870000,8,480510000,4,85660000,8,415770000,1,850,5
2020-09-23,35,1,1,3,28,4,3,1,8890000,2,17700000,2,22790000,2,29770000,3,49330000,1,706,3
2021-06-05,31,3,2,1,96,4,57,11,3011750000,10,2241220000,10,2116180000,10,1805370000,11,4476970000,0,850,5
2020-08-06,10,2,4,3,86,2,13,8,456850000,8,449080000,8,436990000,9,713380000,5,155460000,0,850,5
2023-02-19,36,2,4,2,51,2,17,9,574120000,9,563930000,9,623360000,7,393860000,5,113460000,1,850,5
2021-11-24,36,2,5,3,99,1,10,7,385350000,4,56110000,5,163310000,8,458440000,4,54300000,0,850,5
2020-06-12,3,2,4,2,90,2,24,4,61760000,9,765410000,7,301440000,5,188170000,8,438390000,1,850,5
2022-11-11,34,1,2,3,11,1,3,1,0,1,1460000,2,23400000,2,23260000,2,29670000,1,656,2
2023-12-12,5,3,1,3,96,2,69,12,5485970000,11,3976590000,13,9469210000,10,1560720000,11,3874310000,1,850,5
2021-08-25,22,1,1,3,17,2,4,2,28900000,2,18160000,2,25400000,3,45460000,3,30920000,0,850,5
2020-05-18,25,2,2,3,101,3,15,7,347390000,8,471890000,4,97030000,6,233320000,6,212480000,0,850,5
2023-02-09,12,3,4,2,114,3,98,12,5392530000,11,4071590000,11,3504360000,11,4874200000,12,5444050000,1,850,5
2023-06-20,23,3,2,1,54,1,88,10,2641200000,10,2821090000,13,8594280000,12,6057290000,12,6054000000,1,850,5
2022-03-25,15,2,5,1,18,4,20,8,404370000,8,446610000,7,392120000,5,161360000,4,96860000,0,850,5
2020-01-18,1,1,2,2,7,2,3,3,38710000,1,9200000,2,17960000,2,25820000,3,41510000,0,762,4
2022-05-18,14,2,4,3,108,2,16,7,337530000,7,324140000,8,417600000,8,492070000,5,113400000,0,850,5
2022-06-04,25,1,2,1,10,4,1,1,7070000,2,14510000,3,47350000,3,40590000,2,20070000,0,813,5
2020-07-21,11,2,1,1,116,2,20,9,551700000,7,399940000,6,234870000,6,248360000,8,474830000,0,850,5
2022-04-23,8,3,3,3,179,3,98,11,4675700000,12,5762590000,12,6445670000,13,8919550000,10,1818340000,0,850,5
2020-10-23,11,1,3,2,26,1,1,1,5770000,1,5260000,2,19780000,3,38970000,3,43270000,0,724,3
2023-04-17,34,2,4,2,33,3,5,5,197680000,5,188860000,6,299840000,9,902510000,4,64130000,1,850,5
2020-07-14,5,3,4,3,37,1,75,10,1223180000,12,6327360000,11,3181060000,13,8328740000,11,3531280000,0,850,5
2020-09-15,9,1,5,1,2,1,3,2,25980000,2,28140000,2,28410000,2,14530000,3,48100000,1,657,2
2023-07-26,37,1,4,3,35,2,3,2,28110000,1,1500000,2,20330000,2,23830000,2,15230000,0,754,4
2022-12-07,9,3,3,2,144,1,87,13,8286820000,10,2644690000,13,8258090000,11,4711040000,10,2177280000,0,850,5
2023-02-22,28,2,4,1,32,4,17,5,135300000,4,78340000,9,628610000,8,482300000,9,867560000,0,850,5
2022-12-25,18,1,4,1,5,3,2,2,13700000,3,45280000,3,45190000,2,26510000,1,5380000,1,696,3
2022-12-31,2,3,2,1,96,2,41,13,7035240000,11,3193700000,11,3031620000,13,7932820000,12,5902470000,0,850,5
2022-08-07,3,2,3,1,119,3,6,6,252670000,4,86450000,7,324370000,5,133570000,7,301690000,1,850,5
2022-06-26,16,2,1,1,70,1,21,9,611910000,7,352230000,9,667560000,6,221290000,9,890970000,1,850,5
2021-06-02,31,3,3,1,116,1,52,10,1506730000,13,8393770000,10,1359400000,12,6255630000,10,1849990000,1,850,5
2023-04-05,31,3,5,1,119,1,56,11,4073570000,10,2473050000,12,6998980000,10,1128370000,12,6384210000,1,850,5
2020-09-14,32,3,2,2,166,2,81,11,3045850000,13,8538320000,11,3538370000,10,2042180000,13,9400990000,0,850,5
2023-03-06,12,3,5,2,106,4,60,11,3147910000,11,3965050000,12,6759690000,12,6163090000,12,5975130000,1,850,5
2021-01-14,2,2,5,2,111,3,15,9,534010000,9,789350000,7,325480000,8,491700000,7,374020000,1,850,5
2022-04-19,21,2,1,1,78,1,6,5,123980000,4,63560000,4,82570000,5,113250000,4,88320000,0,850,5
2023-07-01,38,1,3,1,24,3,5,3,32380000,1,3500000,3,46490000,1,7850000,3,32040000,0,764,4
2023-12-21,4,2,5,2,79,1,7,6,210460000,5,169720000,4,56790000,9,624030000,8,451720000,1,850,5
2023-09-07,16,1,5,3,12,4,1,3,49350000,2,25390000,3,44330000,1,2800000,1,9230000,0,722,3
2023-09-08,11,2,5,3,68,2,15,8,443570000,6,255340000,9,731170000,9,673650000,8,432310000,1,850,5
2021-06-04,24,1,4,2,26,1,1,2,29990000,1,8680000,1,5060000,1,5040000,1,3600000,0,548,1
2021-07-19,36,1,5,3,10,1,1,2,21930000,1,2320000,2,22320000,3,38380000,1,4300000,0,805,5
2022-03-29,37,1,2,3,5,2,4,1,8190000,3,49340000,1,9990000,3,40080000,1,9670000,0,567,1
2021-11-15,23,3,4,2,54,3,26,13,7232480000,12,6126100000,10,1685730000,11,3701870000,11,3328990000,1,850,5
2023-05-03,37,2,5,1,40,4,14,7,319870000,5,145120000,4,81930000,8,406620000,8,453580000,0,850,5
2022-10-24,28,2,2,1,73,3,20,7,387540000,8,426320000,8,482680000,9,781450000,5,132520000,1,850,5
2021-10-24,37,2,1,1,97,4,18,6,246750000,5,143050000,6,279710000,9,513000000,6,222720000,0,850,5
2020-10-25,29,1,1,1,13,2,2,3,32880000,1,910000,1,2480000,2,10460000,2,13730000,0,602,2
2020-02-16,22,2,2,3,80,3,11,8,470230000,6,273660000,7,383620000,9,575890000,9,875140000,1,850,5
2023-09-20,34,1,1,2,11,1,3,1,4550000,1,7800000,3,30280000,1,6520000,3,39100000,0,517,1
2021-08-22,25,3,2,2,154,1,65,13,9564550000,10,1400330000,11,4075140000,13,9408130000,10,1085370000,1,850,5
2021-11-14,32,2,4,3,32,1,16,9,688930000,6,283920000,6,231700000,8,437030000,4,92000000,0,850,5
2023-02-10,18,3,2,1,111,4,42,10,2567430000,13,9236470000,11,3896220000,11,4230290000,11,3915830000,0,850,5
2023-01-15,9,2,2,3,29,3,9,6,292410000,9,982460000,8,418150000,7,319480000,9,803250000,1,850,5
2023-02-15,35,3,1,1,105,3,28,12,6890070000,13,8766310000,12,5951340000,12,5326330000,11,3229290000,1,850,5
2023-06-07,18,3,5,3,180,3,54,11,4476130000,10,1771510000,10,2477770000,13,7575900000,13,9789880000,0,850,5
2022-10-03,31,2,2,1,36,3,6,7,302020000,6,255440000,5,199640000,9,608900000,5,108880000,1,850,5
2022-09-30,21,1,4,1,28,4,1,3,42760000,3,40500000,2,29190000,3,47990000,3,31290000,1,850,5
2020-03-27,16,2,5,3,62,1,22,7,369270000,9,526470000,5,139080000,7,353420000,6,238370000,0,850,5
2021-08-25,4,2,5,1,71,4,7,9,768790000,4,62060000,8,493430000,8,418160000,7,355510000,0,850,5
2021-01-01,30,3,5,3,75,4,36,12,5695950000,11,4542700000,10,1195830000,10,2516610000,13,9723320000,0,850,5
2023-12-19,25,1,5,3,11,4,5,2,11470000,1,5620000,3,35040000,1,2430000,1,860000,0,554,1
2022-07-02,19,2,2,1,28,3,5,8,433970000,4,80780000,7,366930000,8,400770000,8,466230000,1,850,5
2023-09-12,31,1,4,2,29,1,5,3,30220000,1,9180000,2,28710000,1,820000,1,2490000,1,665,2
2020-10-24,3,3,5,3,100,2,36,10,1233830000,13,7765570000,11,4443300000,12,6312310000,11,3977830000,0,850,5
2021-09-04,21,3,3,2,233,1,79,10,1628850000,13,7577870000,10,2491680000,12,5706970000,13,9253340000,1,850,5
2020-04-29,7,1,5,3,34,1,4,3,39640000,2,20620000,2,27630000,3,41870000,1,9440000,0,850,5
2023-07-18,32,1,4,1,15,2,2,1,1980000,1,7800000,3,33960000,3,36960000,3,43910000,0,732,3
2021-12-17,36,2,2,1,93,3,14,6,209100000,6,240300000,8,473820000,6,200820000,4,96030000,0,850,5
2023-03-11,2,2,2,1,54,2,20,7,304770000,9,572880000,7,320860000,9,747290000,8,444980000,0,850,5
2020-04-24,34,1,3,3,21,1,2,3,41130000,2,12220000,1,4710000,1,5690000,2,27930000,1,634,2
2023-05-03,8,3,3,3,104,1,59,13,7372790000,13,8020670000,12,5970460000,12,5464160000,12,5375840000,1,850,5
2021-02-17,6,3,4,3,30,4,89,11,3408480000,12,6983490000,13,9248960000,12,6665440000,12,5307720000,1,850,5
2020-09-28,14,1,1,2,25,1,1,2,11480000,3,49940000,1,5590000,2,11550000,1,8730000,0,377,1
2021-10-01,14,1,3,1,13,2,3,3,40710000,2,13950000,2,15010000,1,4590000,1,260000,1,665,2
2021-12-18,36,1,3,2,10,2,5,1,2870000,1,5220000,3,41370000,3,44890000,1,2180000,1,850,5
2020-04-13,7,1,4,1,6,4,4,1,9940000,3,44960000,3,41930000,2,21150000,1,8950000,1,632,2
2020-09-26,6,1,4,1,30,2,4,2,17770000,1,2410000,3,38660000,2,23160000,1,5540000,0,770,4
2020-03-02,5,2,4,1,56,4,19,5,137880000,6,281130000,8,417100000,8,413820000,7,395870000,1,850,5
2023-08-23,5,1,3,3,30,4,5,2,18010000,3,38180000,3,35340000,2,22880000,1,5720000,1,700,3
2023-03-07,22,2,5,3,42,3,7,9,999750000,9,808260000,7,315340000,8,480000000,7,343670000,1,850,5
2021-09-22,26,3,1,3,51,4,66,13,9770210000,10,1194420000,11,4754570000,11,4905380000,10,2625810000,1,850,5
2022-12-24,19,2,4,3,85,4,11,5,191470000,6,240230000,8,491210000,6,258350000,9,991300000,0,850,5
2020-01-17,33,1,4,1,19,1,3,3,31780000,1,9400000,2,13680000,2,11050000,1,7240000,0,623,2
2022-02-22,26,1,4,2,35,3,2,2,14670000,1,9320000,2,22090000,2,15180000,2,14210000,1,660,2
2023-08-20,2,3,2,3,148,4,42,10,1294680000,13,8958630000,13,9676830000,11,3975800000,13,9371040000,0,850,5
2021-04-07,12,2,4,3,12,4,12,9,769360000,6,255140000,8,477360000,6,204490000,4,88130000,0,850,5
2023-04-03,31,3,1,1,210,2,84,10,2123900000,10,1526630000,13,9708680000,10,2469040000,12,6316490000,1,850,5
2020-01-23,31,1,4,3,31,2,4,2,19890000,2,15620000,1,5100000,3,48910000,2,12060000,0,784,4
2020-04-15,19,1,5,1,19,4,1,1,8480000,1,4660000,2,14450000,3,39430000,2,18620000,1,769,4
2020-12-23,38,1,2,3,29,2,2,2,17930000,2,16070000,3,31110000,2,12830000,1,9990000,1,669,2
2022-02-23,16,2,4,3,93,3,11,8,498560000,6,207290000,9,641950000,4,53520000,5,162280000,0,850,5
2022-09-02,35,2,2,2,99,4,20,6,219480000,8,458350000,4,69380000,7,351270000,9,669480000,1,850,5
2023-07-29,23,1,4,3,18,2,3,2,13300000,2,29600000,2,25470000,3,38110000,3,49750000,1,760,4
2023-10-19,12,2,3,3,13,1,7,4,77600000,4,85250000,4,96000000,7,347180000,5,197340000,0,850,5
2020-03-10,2,3,5,1,38,3,40,10,1185510000,11,3807360000,11,4924150000,10,2493900000,11,3544030000,0,850,5
2020-06-04,30,1,3,2,21,2,2,1,4650000,1,6420000,2,21160000,1,4330000,2,15970000,0,478,1
2021-02-14,26,2,2,3,74,1,9,8,457880000,5,182410000,9,557040000,7,396020000,6,213860000,1,850,5
2023-03-16,17,3,4,1,151,3,25,10,2427230000,13,8144340000,11,4503360000,12,6942650000,13,9468060000,1,850,5
2022-10-01,31,1,4,2,5,3,1,2,26180000,1,9520000,3,42040000,2,20160000,2,11850000,1,813,5
2021-11-27,6,1,4,2,13,3,5,1,6450000,3,36410000,2,23090000,1,6030000,2,12850000,0,426,1
2020-03-14,13,3,1,3,175,3,87,13,7270550000,12,6073060000,13,7070520000,10,1728610000,10,1725250000,1,850,5
2021-03-09,34,3,4,3,161,3,99,11,4986030000,10,1079190000,11,4049890000,10,2011940000,10,1521160000,1,850,5
2023-07-19,4,3,3,1,140,3,100,10,2756210000,10,1245200000,13,9555410000,11,3135530000,11,3915280000,0,850,5
2020-09-04,37,2,5,1,53,3,6,8,423280000,6,208490000,4,68380000,5,155720000,5,193460000,0,850,5
2021-05-13,38,2,1,1,24,4,10,4,82680000,4,50430000,4,62040000,4,97430000,9,818760000,0,850,5
2022-09-01,9,1,2,1,18,4,4,1,2930000,3,31260000,3,36040000,3,46770000,3,32950000,0,751,4
2020-01-10,36,2,2,1,27,1,24,6,272440000,8,429430000,7,384080000,9,611730000,6,207120000,1,850,5
2023-11-04,31,3,4,1,64,1,31,12,5612170000,11,3933450000,12,5717890000,13,7186050000,10,2590030000,1,850,5
2020-11-19,2,3,4,3,53,1,55,13,9545660000,12,5899940000,11,4604360000,12,5494060000,10,1700360000,1,850,5
2022-04-24,13,3,4,1,42,4,99,13,7233390000,13,7622520000,11,4992620000,13,7764770000,13,8604110000,1,850,5
2021-02-01,23,1,3,1,22,3,1,3,49080000,1,4710000,1,1860000,2,25390000,2,15740000,0,774,4
2023-05-21,11,2,5,1,85,3,7,7,370030000,7,329050000,8,463550000,7,337470000,4,98990000,0,850,5
2021-11-01,28,3,5,1,175,3,98,10,1897160000,10,1086030000,13,9165590000,10,1914180000,13,9058450000,1,850,5
2021-05-07,6,2,5,1,100,4,11,5,148100000,6,232090000,9,548710000,4,82200000,9,663660000,1,850,5
2023-04-10,2,1,4,2,9,4,2,2,25580000,3,30050000,3,32370000,2,21170000,3,31100000,0,664,2
2023-11-30,35,2,5,1,112,1,24,6,298750000,4,84540000,9,695420000,4,57450000,7,349070000,0,850,5
2022-01-20,12,2,5,3,20,3,9,6,232030000,8,415240000,9,756890000,9,903880000,8,494330000,1,850,5
2021-12-23,18,2,5,3,66,2,6,4,75020000,6,260720000,7,367300000,8,416470000,7,395270000,0,850,5
2022-01-23,5,1,2,2,6,1,4,1,4840000,1,1830000,1,4630000,1,2480000,2,15050000,1,455,1
2020-02-16,19,1,4,3,35,3,4,2,24100000,2,10720000,2,16340000,1,370000,1,8720000,0,532,1
2021-12-03,21,1,4,3,34,4,4,2,29030000,1,5140000,1,4360000,1,8120000,2,19670000,1,630,2
2021-08-05,30,2,2,3,32,2,10,5,195040000,9,985710000,9,926520000,5,121640000,5,115690000,1,850,5
2020-09-16,29,1,3,2,12,3,5,3,31160000,3,40630000,2,14960000,2,25050000,3,35460000,0,636,2
2022-04-08,32,3,2,2,105,3,25,12,6389950000,12,6017720000,12,6619550000,11,4717080000,13,8454640000,1,850,5
2020-10-12,36,3,1,2,30,4,53,13,8534990000,10,1700870000,10,2305990000,11,4252910000,11,4677790000,0,850,5
2020-06-20,35,3,4,3,195,1,90,13,7835160000,13,8364760000,10,2950870000,12,5853750000,11,4537520000,0,850,5
2022-02-02,1,2,3,2,56,2,19,8,411760000,5,197690000,7,399530000,7,359390000,6,221980000,0,850,5
2023-04-17,6,3,2,1,101,4,92,12,5141980000,13,7379880000,10,1879310000,12,5890160000,11,4193600000,0,850,5
2021-01-15,25,3,3,3,149,1,63,12,6061070000,13,7964310000,10,2699130000,10,1330760000,12,5644610000,0,850,5
2023-09-25,19,1,4,1,32,3,1,1,4650000,2,12240000,3,42140000,3,46120000,3,44630000,0,846,5
2020-09-01,24,1,5,3,2,2,2,3,31960000,1,5360000,2,14550000,2,15480000,1,4570000,0,655,2
2021-12-30,4,1,3,2,34,1,5,1,3070000,1,2800000,3,40820000,2,20100000,2,22160000,1,739,3
2021-12-21,10,1,1,1,34,2,3,2,23820000,2,15470000,1,3660000,1,8450000,1,3160000,1,564,1
2020-06-05,8,2,2,1,73,2,14,9,694650000,5,159320000,8,470210000,6,223110000,9,663580000,1,850,5
2020-09-20,10,3,2,2,56,3,41,10,1912260000,10,1166940000,10,2663640000,13,8852190000,10,1421660000,1,850,5
2022-11-17,38,1,1,2,8,2,1,1,5060000,3,30340000,1,2080000,3,36890000,3,36710000,1,597,2
2020-07-04,10,3,3,3,113,2,45,11,4084280000,10,1212830000,10,2135670000,11,4537190000,11,3605280000,1,850,5
2020-07-21,14,3,5,3,145,2,100,11,3944180000,10,1388370000,12,5815220000,13,7920300000,11,3875270000,1,850,5
2022-08-12,8,3,5,1,150,2,61,10,1176630000,12,6060240000,10,1826310000,12,5981280000,12,6475420000,0,850,5
2022-04-14,19,1,4,1,5,4,3,1,210000,3,46500000,3,33530000,2,24700000,3,32850000,1,568,1
2022-03-31,38,2,1,3,33,1,16,5,145450000,5,179850000,7,316480000,5,157000000,9,767960000,0,850,5
2022-03-30,23,1,4,3,26,4,5,2,14950000,2,13630000,1,4210000,2,26690000,1,2260000,1,659,2
2020-04-18,5,1,4,3,2,3,4,3,40970000,1,5080000,3,33230000,1,8720000,2,25640000,1,781,4
2022-10-16,32,1,5,2,35,2,5,3,30590000,1,7220000,1,6440000,2,20550000,2,24850000,0,673,3
2020-12-28,36,3,3,3,66,4,80,11,3671000000,13,9093600000,10,2221610000,13,9835020000,13,9044020000,1,850,5
2022-03-12,17,3,4,3,120,2,61,12,5131910000,10,2268010000,10,1275300000,12,5749210000,10,2643240000,0,850,5
2022-05-26,23,3,3,2,113,1,56,11,3503850000,12,6272450000,10,2955050000,10,2866030000,12,5245830000,0,850,5
2023-01-07,21,3,1,2,192,4,97,13,8145120000,10,2494560000,13,9525390000,10,1679710000,13,9449650000,0,850,5
2020-07-19,32,1,1,3,14,2,4,3,41390000,1,5030000,2,24630000,1,8340000,3,32530000,1,760,4
2020-04-07,20,2,5,2,114,3,24,9,549370000,9,953220000,8,412710000,8,445210000,6,209030000,0,850,5
2021-12-12,5,3,3,3,229,2,80,12,5429660000,13,8727870000,12,6342100000,13,9884330000,11,4891710000,1,850,5
2023-03-27,32,3,2,3,234,4,59,13,9431450000,10,2121570000,11,3782270000,13,7634550000,11,3323140000,0,850,5
2021-10-14,5,2,2,2,46,2,25,5,134420000,9,822780000,5,154470000,5,115240000,5,125760000,1,300,1
2022-08-08,32,2,5,2,66,1,11,5,136600000,5,103910000,6,237280000,9,795660000,5,186480000,1,850,5
2020-04-23,6,3,3,3,100,1,77,12,6442400000,10,1852330000,11,3506890000,10,2226160000,10,2120900000,0,850,5
2021-05-02,8,3,3,2,237,4,55,13,7936340000,11,3229380000,11,3459790000,12,5943770000,13,8092240000,1,850,5
2022-02-06,8,1,3,3,28,4,2,2,14860000,2,25950000,3,42340000,2,10710000,3,31170000,1,657,2
2023-02-05,25,2,3,3,101,2,8,8,431730000,7,352140000,4,76370000,6,240380000,4,65800000,0,850,5
2022-06-17,21,3,4,1,94,1,87,13,8773660000,12,6540570000,13,7431200000,11,4499980000,12,6087350000,1,850,5
2023-05-18,36,2,3,2,100,1,6,9,844450000,5,184580000,7,386050000,5,100410000,7,326850000,0,850,5
2020-06-17,8,1,2,1,34,3,5,3,43770000,2,25150000,2,14480000,2,15820000,3,49900000,0,681,3
2020-06-21,27,3,3,1,124,4,98,11,3044530000,10,2982370000,11,4947430000,10,1993050000,11,3562180000,1,850,5
2023-06-19,28,2,5,2,31,1,16,5,176130000,4,50950000,9,782310000,7,360900000,9,765290000,1,850,5
2021-02-20,13,1,3,2,32,4,2,2,16930000,3,37230000,2,16350000,2,16050000,2,14900000,1,569,1
2021-04-27,29,2,2,2,86,4,7,4,81470000,5,143390000,9,713440000,9,613930000,9,705890000,0,850,5
2020-07-14,36,3,1,1,109,3,85,12,6302180000,10,1011510000,12,6083500000,13,8299260000,13,9883050000,0,850,5
2020-03-25,38,1,2,2,11,4,3,2,14430000,1,5320000,3,47800000,2,14760000,2,13920000,0,697,3
2022-10-19,18,3,3,2,96,2,58,12,5935820000,11,3677620000,13,7649680000,13,7228590000,11,3319160000,1,850,5
2020-03-14,31,3,3,1,204,4,80,10,2922370000,13,7175200000,13,8531240000,13,8966060000,13,7483140000,1,850,5
2020-07-10,14,2,3,1,118,3,21,6,275600000,9,814430000,5,178320000,4,85300000,8,424240000,0,772,4
2022-10-17,7,3,3,1,96,1,75,12,6267740000,10,2797390000,12,5330230000,10,1174080000,13,9832700000,0,850,5
2021-07-05,1,1,3,1,29,2,5,1,3550000,1,4750000,2,11860000,3,32370000,3,42800000,1,701,3
2020-12-30,16,2,4,1,14,3,10,7,354010000,6,286860000,9,582750000,4,70040000,7,358030000,0,850,5
2023-09-24,7,2,3,3,37,4,19,7,363950000,6,275570000,8,456780000,4,78360000,6,282390000,1,850,5
2022-05-22,6,1,1,3,22,4,2,3,35200000,2,27690000,3,47610000,1,4880000,2,24680000,1,724,3
2020-10-31,9,2,3,1,78,4,14,8,406410000,8,410270000,4,84450000,4,84270000,7,355430000,1,850,5
2023-03-10,17,1,3,2,6,1,1,3,45530000,1,3060000,2,11520000,1,6980000,3,39990000,0,654,2
2022-07-10,17,1,3,1,14,3,1,3,38700000,3,33570000,2,27930000,1,100000,2,13920000,1,611,2
2022-09-04,30,1,4,3,32,2,5,3,42100000,3,43250000,2,12940000,1,2270000,1,3200000,1,573,1
2021-01-20,2,1,2,2,10,3,4,3,48070000,1,1440000,2,25550000,1,7950000,2,10730000,1,794,4
2023-12-09,29,3,4,2,29,4,99,11,3432370000,12,6222840000,13,7218710000,12,5016910000,10,2353790000,0,850,5
2023-03-31,36,2,3,1,74,4,20,8,479330000,9,828290000,9,985910000,7,331130000,9,532590000,1,850,5
2021-10-08,36,1,1,2,27,4,1,2,21640000,2,24640000,1,2710000,2,16450000,2,21540000,0,525,1
2021-03-25,38,1,3,3,30,3,3,3,43100000,2,22090000,2,15440000,3,36950000,2,12890000,0,837,5
2021-02-12,11,3,5,2,49,4,88,12,5504060000,11,4195780000,10,1038940000,12,6891730000,12,5766750000,1,850,5
2020-03-06,5,1,3,2,8,3,1,3,37520000,2,18650000,2,21920000,1,9350000,2,15070000,1,680,3
2022-07-25,8,2,1,3,90,1,22,4,84040000,4,61210000,9,563380000,5,148540000,5,197760000,0,850,5
2022-10-17,7,1,2,3,24,2,2,1,3390000,2,23950000,1,4120000,2,21450000,2,26950000,1,533,1
2022-02-01,27,2,3,3,97,3,9,8,456600000,5,118520000,7,355490000,7,361570000,8,491560000,0,850,5
2020-10-25,1,2,5,1,22,2,15,7,322060000,7,308250000,7,304980000,9,995270000,9,581040000,1,850,5
2022-05-08,26,2,5,2,104,2,16,4,68780000,8,481930000,5,193990000,7,359890000,9,610130000,0,850,5
2022-04-08,13,1,3,1,3,2,4,3,34230000,3,48150000,2,17170000,1,8580000,3,40480000,0,508,1
2020-02-27,35,3,5,2,85,2,79,10,2571930000,10,2807290000,12,5557820000,12,5265890000,10,2624700000,1,850,5
2023-03-18,1,2,4,2,42,3,16,6,238190000,9,921330000,9,807500000,9,575150000,9,702760000,1,850,5
2022-11-23,38,2,2,2,70,1,9,9,728540000,7,311000000,4,54170000,7,317460000,7,328830000,0,850,5
2023-10-18,34,2,4,3,83,4,13,8,466950000,9,727320000,7,392480000,7,398210000,7,321860000,1,850,5
2022-09-19,30,3,2,3,155,1,52,13,9033050000,10,2603090000,11,4200500000,12,6979330000,10,2291930000,0,850,5
2022-01-26,37,3,3,1,157,3,40,12,5654820000,12,5651250000,12,6043520000,10,2699100000,11,3305240000,0,850,5
2021-08-03,14,2,2,3,74,1,8,8,446790000,4,53000000,7,364580000,8,441570000,8,460720000,0,850,5
2023-05-25,9,2,2,3,93,4,19,9,741100000,5,197690000,6,211990000,8,489190000,8,454980000,0,850,5
2021-11-25,35,2,1,3,68,2,25,4,61110000,9,513320000,8,484570000,9,665810000,8,486590000,1,850,5
2023-06-21,35,3,5,1,169,3,85,10,1258310000,11,3040750000,12,6689550000,11,3526750000,13,7363560000,0,850,5
2020-04-02,32,1,1,2,28,3,4,1,8860000,2,22820000,2,13050000,1,1670000,3,35640000,0,411,1
2021-06-07,6,3,2,2,128,3,32,12,5389680000,10,2531800000,10,1640000000,13,7424100000,12,5305930000,0,850,5
2022-02-08,8,2,1,1,42,3,20,8,467700000,7,315450000,6,208140000,6,262390000,8,454640000,1,850,5
